source,destination
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-overview.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-overview.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-android.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-android.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-ios.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-ios.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-js/track-errors-js.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-js/track-errors-js.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-js/track-errors-js3.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-js/track-errors-js3.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-chromecast.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-chromecast.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/track-errors/track-errors-roku.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/track-errors/track-errors-roku.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/opt-out-privacy.html,https://experienceleague.adobe.com/docs/media-analytics/using/streaming-media-privacy/opt-out-privacy.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-no-intrs-details.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-no-intrs-details.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-preroll-ads.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-preroll-ads.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-skipped-ads.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-skipped-ads.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-one-chapter.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-one-chapter.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-skipped-chapter.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-skipped-chapter.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-seeking.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-seeking.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-buffering.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-buffering.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-multi-trackers.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-multi-trackers.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/vod-multi-track-one-session.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/vod-multi-track-one-session.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/live-main-content.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/live-main-content.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/tracking-scenarios/live-sequential.html,https://experienceleague.adobe.com/docs/media-analytics/using/track-av-playback/tracking-scenarios/live-sequential.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/validation/validation-overview.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/validation/validation-overview.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/validation/test1-standard-playback.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/validation/test1-standard-playback.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/validation/test2-media-interrupt.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/validation/test2-media-interrupt.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/validation/test-call-details.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/validation/test-call-details.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/validation/heartbeat-params.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/validation/heartbeat-params.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/validation/debugging/sdk-debugging.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/validation/debugging/sdk-debugging.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/analytics-with-ott/track-app-states.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/analytics-with-ott/track-app-states.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/analytics-with-ott/track-app-actions.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/analytics-with-ott/track-app-actions.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/analytics-with-ott/set-user-ids.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/analytics-with-ott/set-user-ids.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/analytics-with-ott/ott-am.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/analytics-with-ott/ott-am.html
